41 5456
976539237 989596158 539105
203900241 889781522 198065
800665514 818669899 714795
472037059 659631427 950866
437847596 852309534 175012
774362962 907581149 975463
927430929 927493977 355769
907656038 951562043 752400
173606704 511002977 25828
292095321 494912613 879692
566200640 695194119 714708
242711159 598137705 322176
33933179 100509947 115449
226508404 745145851 623516
764317389 988271669 236604
522972857 794105097 819860
719422456 930108933 472983
990614923 993445888 205645
172496955 393589028 274618
264912636 726171117 100135
926657715 968437976 977383
676197048 778946738 222642
358432197 518031527 991278
394376117 571324873 745344
511062439 753722914 817512
175530137 253969190 371073
247870 741129432 697026
714205470 782468079 534890
997421537 999803199 550544
269487637 752153620 373979
700127753 903663487 803533
219906133 314549817 296586
814623775 940161457 861087
737437225 944055229 801977
384310174 643122614 334345
858161914 993078581 46904
107565629 225853360 360673
93939948 724539576 816886
79722103 665904687 994553
100297245 277697106 907449
410579050 614034469 214017
